day,price,reserve_eth,reserve_usdc,k
1,2862.6976188716285,100.28814726595208,287094.64037928823,5365.835403143075
2,2877.8138239498767,101.95825811045508,293416.8846561173,5469.57717376161
3,2740.3809762760143,106.185788222802,290989.5139966402,5558.682479536254
4,2790.5521609256075,106.99494387730358,298574.9718449237,5652.0803564453245
5,2686.662316793651,109.98685226837495,295497.53133219323,5700.951089450201
6,2623.4507017824767,113.06669606947926,296624.9031517014,5791.2345636567115
7,2635.6011418023404,112.94763050426745,297684.9039209162,5798.517442826054
8,2632.5358220552475,114.70729451745872,301971.06186825153,5885.429765911006
9,2660.2967996436387,114.06026567883295,303434.1597519024,5883.007808709371
10,2603.0333698049267,116.63510732554975,303605.076459185,5950.715139997778
11,2736.2703136032396,114.3938928445426,313012.613048032,5983.872601919834
12,2675.7090007037627,115.77156241554265,309771.0115808049,5988.545232504547
13,2724.6698335873957,115.73929047923366,315351.3533295767,6041.4023112214045
14,2692.8213863864253,117.39960511938108,316136.1674187907,6092.147504691639
15,2659.9017474093457,118.22601834816868,314469.5927935432,6097.416489592176
16,2741.9050800956124,115.96193882221684,317956.62915437296,6072.138600041808
17,2669.4945006896073,118.61336056036856,316637.7137242174,6128.41442014012
18,2714.8018364720533,119.13301617426093,323422.5310943384,6207.278117499023
19,2741.5933625994785,118.90854951332976,325998.8901020763,6226.078634661892
20,2658.3470942919384,119.86875705872407,318652.76202344545,6180.332557159024
21,2764.355233404291,118.67294189747757,328054.1679977755,6239.48340954805
22,2827.1844084879804,116.89969836214814,330497.00456641306,6215.705924784987
23,2503.103420098605,125.05773021954244,313032.4322223054,6256.766374000572
24,2495.315451693047,125.13490609120966,312251.0647155538,6250.88055077531
25,2325.853934699374,129.80905944579007,301916.91167161573,6260.315514003277
26,2305.3229378029837,131.79564519898483,303831.52397976344,6328.006932257877
27,2235.204208608959,134.3007002913944,300189.4905104552,6349.46129964354
28,2212.8243514969954,134.9212182082853,298556.95718493353,6346.784096528738
29,2517.3382391622977,126.78271774446775,319154.9834430691,6361.079796905782
30,2148.199533470228,138.20769105721664,296897.6974511102,6405.743145406473
31,2171.496943535016,136.13145600739483,295609.04063902935,6343.633746610866
32,2241.3841149187283,133.81454284554735,299929.79067912145,6335.216478186625
33,2202.3207363495417,135.48161412550883,298373.9681827151,6358.001794780138
34,2140.7498089428914,137.9181117668598,295248.1714146694,6381.227962087654
35,2199.9995000805707,135.45711942202274,298005.59501080425,6353.5013553008275
36,2017.265460184326,141.24885093262412,284936.42827710725,6344.047846839388
37,1879.1231054991026,146.34233967507552,274995.27179623244,6343.772653101935
38,1921.3099227587034,145.79660013662604,280120.4545469825,6390.665841809939
39,1910.6551381032464,147.5656995001206,281947.16195770504,6450.250396408076
40,1862.7949366490388,150.02183922104558,279459.9224877398,6474.958807605
41,1910.6662703455045,148.32418317637982,283398.01387165714,6483.423395191918
42,1939.7856881721348,147.86121302584124,286819.064863298,6512.251135331367
43,1887.7643429692785,150.22195766422706,283583.6552095684,6526.905227376796
44,1929.1833577618722,147.5717728423222,284693.00824282336,6481.7167434412995
45,1932.7964059050657,146.9659916984729,284055.34054508206,6461.15119931854
46,2060.728601068271,142.20630126362332,293048.59226607956,6455.490407139556
47,1980.831780524645,143.82947679898984,284901.99861967115,6401.351841638907
48,1964.5293833168294,145.2752712213899,285397.5389837422,6439.037574186094
49,1979.5449257665966,143.86933040762213,284795.8029818463,6401.0453425904825
50,2001.0470230951883,143.2637575306615,286677.515524161,6408.626847737809
51,2077.739325831977,141.83892887127627,294704.32044973527,6465.33410941212
52,2068.598435049149,141.29326117801386,292279.0189558301,6426.278531325868
53,2009.8835432902426,144.5214321008253,290471.248032187,6479.145063179686
54,2003.3034241292064,145.2024302790479,290884.5257698991,6499.01069951094
55,1896.9173600459985,149.65809916150369,283889.04637094185,6518.151198971004
56,1829.2745211803463,152.11320764855202,278256.8150865116,6505.884774024151
57,1805.3378779435934,152.87564436780147,275992.19139222614,6495.574193215575
58,1824.2071367609847,151.98224431535027,277247.09474101354,6491.273810944181
59,1907.1671522994227,149.0316541885903,284228.27552132605,6508.37998799345
60,1795.761850567479,153.2812272792705,275256.5803562771,6495.51125422051
61,1818.2844199542053,150.8319589235021,274255.40094177646,6431.6778036060405
62,1814.4807753449506,149.37006263378035,271029.1070610657,6362.675121149039
63,1809.935827172196,148.1432485735527,268129.7731469494,6302.508677763072
64,1574.6321611455576,157.69712952989747,248314.97187811334,6257.679944234579
65,1555.909812570873,157.57828933007445,245177.606616795,6215.67919319494
66,1471.3608854365523,161.4746601644307,237587.49895510316,6193.897048958137
67,1662.5331604641576,151.20019949009367,251375.34552107655,6165.063048313294
68,1523.928624242526,157.0099919344773,239272.0210010381,6129.282020556656
69,1568.131690125936,153.78668642562207,241157.77650347806,6089.897811477679
70,1645.8625733156498,149.1164399147761,245425.16752180184,6049.539424314765
71,1595.4227460001084,150.6213708566123,240304.7610983571,6016.230758540206
72,1621.543195596693,148.30255390840486,240478.99717978569,5971.905009550495
