note_id,day,amt0,amt1,price_out,pnl_usd,pnl_ratio
1,5,0.03989330191416854,0.0,2686.662316793651,-4.80016905473137,-0.042866306972060814
0,7,0.18876632359615442,0.0,2635.6011418023404,-30.027261996145285,-0.05691940326069168
10,8,0.5677144354547687,0.0,2632.5358220552475,-62.95141196744953,-0.040418761054684185
22,9,0.0,290.99462289096397,2660.2967996436387,3.0284473103856726,0.010516677190576005
27,9,0.0,233.5712239956557,2660.2967996436387,0.7952540268373411,0.0034163922802850732
32,11,0.25273465207107815,0.0,2736.2703136032396,12.68166087597092,0.01868058069761448
21,12,0.0,1006.7557873951173,2675.7090007037627,13.69792066323214,0.013793678215662762
30,12,0.0,1024.803895292178,2675.7090007037627,22.02389529217794,0.021962838600867528
12,14,0.11624074700534957,0.0,2692.8213863864253,9.534599259789047,0.03141745346361653
33,15,0.0,1947.1673259533975,2659.9017474093457,50.817325953397585,0.02679744032135291
44,15,0.0,2014.313624213597,2659.9017474093457,45.193624213597104,0.02295117829974664
6,16,0.19265875092995702,0.0,2741.9050800956124,18.531853509949997,0.036356917320908996
26,16,0.0,1131.4647170444962,2741.9050800956124,34.374717044496265,0.031332631820995785
31,16,0.0,690.9218175537012,2741.9050800956124,6.367300857529699,0.00930137878318276
4,17,0.1304781232268647,0.0,2669.4945006896073,-13.02936758558377,-0.03605847009903075
16,18,0.6011336689670126,0.0,2714.8018364720533,12.118788476829195,0.007481472538540347
42,18,0.0,2197.3942487529075,2714.8018364720533,39.94914369619528,0.018516876096898487
63,19,0.0,1372.3076993837963,2741.5933625994785,3.7042927741365475,0.002706622500168196
72,19,0.4304495352809974,1144.2088106627607,2741.5933625994785,40.99692333675057,0.017954887266301543
50,20,0.0,681.690006375348,2658.3470942919384,22.419926990947374,0.0340071962796828
20,21,0.0,2050.1505828579984,2764.355233404291,24.333015097985026,0.012011454281586927
23,21,0.0,1656.5930111114533,2764.355233404291,62.043011111453325,0.038909417146814666
3,22,0.24691784087484242,0.0,2827.1844084879804,24.894509697289095,0.036980039105040476
24,22,0.0,823.3491161652618,2827.1844084879804,-30.460575198108245,-0.03567607103342732
57,22,0.0,1407.777748089672,2827.1844084879804,41.11774808967198,0.030086303901242426
60,22,0.0,2591.806133104644,2827.1844084879804,8.443829932269182,0.0032685426747538046
8,23,0.0,823.630356563153,2503.103420098605,35.490356563153,0.045030523210537465
69,23,0.30464401274250624,0.0,2503.103420098605,-2.0841463082730343,-0.0027256582882372524
76,23,0.45404867553125844,0.0,2503.103420098605,-49.35920738646519,-0.04162207910216393
53,24,0.17767008292670355,0.0,2495.315451693047,-5.054694069844345,-0.011272794725654223
89,24,0.9613922194062806,0.0,2495.315451693047,-63.42046516410619,-0.02575557750582056
19,25,0.1366350088518008,0.0,2325.853934699374,13.571378296966543,0.04461015941743723
36,25,0.9389263597725361,0.0,2325.853934699374,-63.94938549256449,-0.028450336806296758
43,25,0.2953874452682799,0.0,2325.853934699374,-53.8519481619752,-0.07268646496325343
2,26,0.529262268058876,0.0,2305.3229378029837,-226.11955333024184,-0.1563499511355251
29,26,0.400612350096379,0.0,2305.3229378029837,39.21896090311736,0.04434919211777639
40,26,0.23212220311373014,0.0,2305.3229378029837,-57.91336078855477,-0.09765671346905683
46,26,0.23892082412013754,0.0,2305.3229378029837,21.02644505581975,0.03969027032261759
51,26,0.011522918455874763,0.0,2305.3229378029837,0.9749636171483083,0.03810076179051911
80,26,0.19146441793661242,0.0,2305.3229378029837,-70.25268555763034,-0.13730882174503625
95,26,0.6848887315545108,0.0,2305.3229378029837,-119.964013762376,-0.07061468129964052
64,27,0.11872813491005481,0.0,2235.204208608959,-42.90837316875326,-0.13918185205083933
78,27,0.2328137217570179,0.0,2235.204208608959,-38.46834445874981,-0.06883426842300738
5,28,0.18150475081990528,0.0,2212.8243514969954,-37.17732657236036,-0.08472200739848913
7,28,0.8526152336860334,0.0,2212.8243514969954,-121.83252297427543,-0.06065785071682256
9,28,0.6154039192724026,0.0,2212.8243514969954,-103.70547398080635,-0.07076523154011814
13,29,0.14454961463789365,0.0,2517.3382391622977,-19.839727615856134,-0.05170365791685639
17,29,0.45113017714584774,0.0,2517.3382391622977,-20.35275423069629,-0.017606188780879144
28,29,0.10237426221854441,0.0,2517.3382391622977,0.2106449887699,0.0008180387913394175
37,29,0.18369260979552082,0.0,2517.3382391622977,20.12010226896774,0.0454900955920366
41,29,0.6937568732278012,0.0,2517.3382391622977,-24.22929434198568,-0.013683841720264127
97,29,0.579130982401694,0.0,2517.3382391622977,-29.985614488607325,-0.020153597611873523
110,29,0.0041559133913133565,1867.7082141381418,2517.3382391622977,39.10005383674161,0.02126077519438717
15,30,0.6372691775119368,0.0,2148.199533470228,-324.57865017390145,-0.1916546506612706
92,30,0.30207953542434596,0.0,2148.199533470228,20.578753529441542,0.032750548459302475
35,31,0.3294944204302021,0.0,2171.496943535016,-112.53387312397467,-0.1359055506732542
118,31,0.2026113075577093,0.0,2171.496943535016,10.664889350326234,0.024842223357153925
11,32,0.24492015806231632,0.0,2241.3841149187283,28.51076022013126,0.054781042473369304
74,32,0.5825655462190731,0.0,2241.3841149187283,-70.76680621733703,-0.05140993802683471
85,32,0.4768825496167403,0.0,2241.3841149187283,37.84027853028897,0.036701194819000645
91,32,0.7594709249820989,0.0,2241.3841149187283,-95.9319031776638,-0.053348910836729775
107,32,0.5197103325182826,0.0,2241.3841149187283,-31.686590116894422,-0.02648146988653719
38,33,0.025271396168921077,0.0,2202.3207363495417,-8.364280180680744,-0.13065104937020844
