day,price,reserve_eth,reserve_usdc,k
1,2862.6976188716285,100.11169883884769,286589.5218871628,5356.3946741756245
2,2877.8138239498767,100.36702644208606,288837.61616377806,5384.215138623179
3,2740.3809762760143,103.38222901956135,283306.693690216,5411.919944886161
4,2790.5521609256075,104.07209084924203,290418.5980113986,5497.678666178278
5,2686.662316793651,106.43233042728563,285947.7314475186,5516.709475616333
6,2623.4507017824767,109.5476608369431,287392.8877013072,5610.9908740660485
7,2635.6011418023404,109.9267510783538,289723.0706567309,5643.431214229405
8,2632.5358220552475,110.70683744080961,291439.71530937834,5680.173341241549
9,2660.2967996436387,111.2524000117606,295964.4037039606,5738.183530536055
10,2603.0333698049267,113.76915170473214,296144.89834181685,5804.494281678003
11,2736.2703136032396,111.88020976144333,306134.4966499408,5852.383420488548
12,2675.7090007037627,112.89626362017513,302077.5487143274,5839.813915989876
13,2724.6698335873957,113.26253165328507,308603.0032714433,5912.11953755425
14,2692.8213863864253,115.63743290729082,311390.9523995781,6000.704155850679
15,2659.9017474093457,116.53208333553106,309963.89209343056,6010.053086657156
16,2741.9050800956124,115.16504518933618,315771.6224540817,6030.41069658065
17,2669.4945006896073,117.40071268571056,313400.55689154495,6065.760359193722
18,2714.8018364720533,116.44623962560722,316128.46518586326,6067.286956252231
19,2741.5933625994785,117.87170428604792,323156.2821089175,6171.789183285589
20,2658.3470942919384,120.13101497022687,319349.93458044395,6193.854355070378
21,2764.355233404291,119.17645880192771,329446.0675876998,6265.956886328105
22,2827.1844084879804,118.06103301628848,333780.3117936354,6277.455568210376
23,2503.103420098605,125.99568759849738,315380.23654547415,6303.693342678066
24,2495.315451693047,127.97503442702536,319338.080836706,6392.753857997167
25,2325.853934699374,132.44543498964418,308048.73610363406,6387.460281775217
26,2305.3229378029837,132.06637923917194,304455.65337265085,6341.005896529539
27,2235.204208608959,134.20578065779497,299977.3257459542,6344.9736943011385
28,2212.8243514969954,135.42476988674815,299671.2286012733,6370.471503350952
29,2517.3382391622977,127.0608725624288,319855.1932027295,6375.035681622735
30,2148.199533470228,139.6676688110099,300034.0209806857,6473.411177606904
31,2171.496943535016,140.22983770785314,304508.66397501435,6534.615560983786
32,2241.3841149187283,138.41431779924676,310239.65319254424,6552.984812352377
33,2202.3207363495417,138.59501697386406,305230.6798362575,6504.1103352303435
34,2140.7498089428914,141.67500894044426,303290.7483212384,6555.052973086143
35,2199.9995000805707,141.569741568641,311453.36067754583,6640.208715229131
36,2017.265460184326,149.58648001739036,301755.6394496345,6718.523939874561
37,1879.1231054991026,156.22595427373992,293567.8003544309,6772.216015043653
38,1921.3099227587034,153.09351683978792,294140.0930143112,6710.509763284996
39,1910.6551381032464,152.7485893854627,291849.8771473574,6676.7999106293
40,1862.7949366490388,154.82813127966756,288413.05899859744,6682.398892718494
41,1910.6662703455045,152.37686141346606,291141.329483821,6660.57069735683
42,1939.7856881721348,151.96073253327467,294771.2541321999,6692.806265512335
43,1887.7643429692785,152.5867629045783,288047.85022037034,6629.652255341085
44,1929.1833577618722,151.68963611210242,292637.1215324224,6662.583468756413
45,1932.7964059050657,152.86297468328655,295453.0080638133,6720.40368517841
46,2060.728601068271,148.8653188164925,306771.0201922927,6757.778164795461
47,1980.831780524645,152.80719057031976,302685.3393743752,6800.91878620985
48,1964.5293833168294,152.7691964287575,300119.5752499945,6771.190910281713
49,1979.5449257665966,149.54519480606763,296031.43155112833,6653.576339085061
50,2001.0470230951883,149.8322612884661,299821.4004149055,6702.456147326885
51,2077.739325831977,145.19359685859087,301674.4460520884,6618.247343717643
52,2068.598435049149,145.6404649448267,301271.6378646989,6623.997389288752
53,2009.8835432902426,147.55510102640466,296568.5692814999,6615.149673407852
54,2003.3034241292064,147.1190907954475,294724.1783452956,6584.797123191815
55,1896.9173600459985,148.94322082048714,282532.98123554664,6487.015663094746
56,1829.2745211803463,151.64651380999638,277403.10393844993,6485.924269704204
57,1805.3378779435934,151.56294484465275,273622.32522072725,6439.79855163923
58,1824.2071367609847,150.1163726316315,273843.35829929356,6411.581054401023
59,1907.1671522994227,146.541268012498,279478.69280974235,6399.622022183424
60,1795.761850567479,152.1550815902528,273234.2908897581,6447.789219847839
61,1818.2844199542053,149.25102440427884,271380.8123365051,6364.264627188968
62,1814.4807753449506,148.64393946168641,269711.5705247686,6331.744653821731
63,1809.935827172196,148.29096631978956,268397.13278817263,6308.79308415001
64,1574.6321611455576,157.48488192382172,247980.75997146033,6249.257612187627
65,1555.909812570873,156.61122092850104,243672.93540135963,6177.53315818205
66,1471.3608854365523,159.39904811078762,234533.52456603205,6114.280052949287
67,1662.5331604641576,148.6842032866117,247192.41840118583,6062.4753845662
68,1523.928624242526,154.92519080061135,236094.93287728648,6047.896537067341
69,1568.131690125936,154.92519080061135,236094.93287728648,6047.896537067341
70,1645.8625733156498,148.1790020958136,243882.27370076082,6011.508292087504
71,1595.4227460001084,149.1942008052343,238027.82153597847,5959.225671466994
72,1621.543195596693,147.1518623206626,238613.10106545183,5925.568512462725
73,1587.8222244021401,148.3457975081416,235546.7541800869,5911.207245504016
74,1577.7073516760117,148.50883709639385,234303.4840758358,5898.825132832453
75,1583.4764497002345,147.1990627329293,233086.24925554096,5857.480467432185
76,1589.1516208270755,146.05116687087283,232097.44855653326,5822.207759040728
77,1615.0502549158562,144.10749173649177,232740.84126430564,5791.346895087538
78,1585.4600253443446,144.56314507829032,229199.08765968433,5756.191532702741
79,1577.4465595922347,144.17866697741147,227434.14219011224,5726.355860939961
80,1759.7064599311093,135.79146288003747,238953.11443349737,5696.296425631798
81,1793.969849485534,135.79146288003747,238953.11443349737,5696.296425631798
82,1769.3925107354407,134.41686618339307,237836.1963414236,5654.130894946838
83,1788.7981804331257,133.6740302691994,239115.86211670644,5653.634317006568
84,1821.2695303291391,132.35750211319734,241058.685709241,5648.533039928636
85,1793.6918440730135,132.35750211319734,241058.685709241,5648.533039928636
86,1799.50191449199,132.55614645415704,238535.03932193623,5623.102845120894
87,1796.9720456768928,132.55614645415704,238535.03932193623,5623.102845120894
88,1794.0495408617828,132.7372589574602,238137.21848788304,5622.248806112676
89,1838.8543285925753,131.0698709437805,241018.39953304097,5620.520484961531
90,1841.427590836958,131.0698709437805,241018.39953304097,5620.520484961531
