day,price,reserve_eth,reserve_usdc,k
1,3348.967247123586,100.09548018132294,335216.48471235856,5792.551683151271
2,3448.140436960939,99.12234873506279,341787.77887991397,5820.550438877526
3,3604.2913795931763,97.47362933125706,351323.36193631036,5851.902524546267
4,3660.37804173532,98.08877759503476,359042.0076495246,5934.474840759626
5,3635.8549961807084,98.67580468042692,358770.917449482,5949.958737273953
6,3687.1447140588307,99.6745970036048,367514.6634677856,6052.427279535622
7,3380.0211263090155,104.79635304429155,354213.8872498435,6092.645039834955
8,3325.1300293537356,106.33698745709619,353584.31022460206,6131.809713402685
9,3219.09284475812,109.13115234916101,351303.3116673925,6191.779649368912
10,3269.1759954060667,109.48219440321218,357916.5618673616,6259.831515823074
11,3283.591322828503,110.1228084048317,361598.2981236112,6310.326465705213
12,3264.070968533687,110.23838754277271,359825.9203963301,6298.144906286733
13,3134.5520394596483,113.78847264906656,356675.8890091301,6370.6832161940765
14,3224.8006483414138,113.8572547709416,367166.94900370593,6465.649298885942
15,3447.0340476747956,110.45301139115368,380735.2909335188,6484.856160817613
16,3309.4466139900196,113.16992250627952,374529.81684391975,6510.415528099375
17,3477.284285084809,111.0716580809822,386227.73116331256,6549.729345336719
18,3309.0995676199964,113.9861377102881,377191.4790117877,6557.026755304943
19,3208.1365439891497,117.75480671848351,377773.49866394594,6669.681050735353
20,3263.069869880814,117.17803947114821,382360.1300100085,6693.5947297775765
21,3326.0285404709143,117.42385915291719,390555.1068748394,6772.037201693716
22,3237.2996671291435,119.20644680519018,385906.9905620902,6782.521739160947
23,3332.580893146162,117.81137350512478,392615.9323384848,6801.075080367223
24,3311.8499838687,119.7768009772736,396682.796384428,6892.996181171579
25,3320.1314101789453,119.48173941372379,396695.0759703201,6884.607301349377
26,3232.2767744705584,120.15956841639301,388388.9822227132,6831.445855861214
27,3173.5346079397173,121.34854079568845,385103.7938381019,6836.064908786144
28,3076.4937692857234,123.5894591127811,380222.2009098637,6855.031448003812
29,3114.4358854363104,122.80080147654161,382455.22287888144,6853.160431393387
30,3248.249484352305,121.8244172035307,395716.10036288865,6943.189706810752
31,3296.390634843652,122.28052052078152,403084.3626685112,7020.63855221824
32,3125.0386801320924,125.97701404442053,393683.04169635795,7042.372758725022
33,2862.6976188716285,130.87122192151364,374644.7353735376,7002.1578320398485
34,2877.8138239498767,131.53467729916184,378532.31266031397,7056.211844402054
35,2740.3809762760143,136.44324480332128,373906.4724003927,7142.619431782227
36,2790.5521609256075,136.63636059286844,381290.89131343947,7217.908264606813
37,2686.662316793651,140.4210772904793,377264.01683989936,7278.448987771515
38,2623.4507017824767,140.69428548125867,369104.52198259224,7206.309526258385
39,2635.6011418023404,139.46646580861943,367577.97652833443,7159.944224328181
40,2632.5358220552475,139.6649862364182,367673.07935422397,7165.965082772117
