note_id,day,amt0,amt1,price_out,pnl_usd,pnl_ratio
1,5,0.0,114.22483872603664,3635.8549961807084,2.244838726036633,0.020046782693665235
0,7,0.0,540.8804800407411,3380.0211263090155,13.340480040741113,0.025288091975473166
10,8,0.4330364531374641,0.0,3325.1300293537356,-117.57748586778644,-0.07549213207732133
22,9,0.11091988254886537,0.0,3219.09284475812,-19.329159784853914,-0.051353997249120174
27,9,0.08865697589538575,0.0,3219.09284475812,3.724412826393916,0.013222581661551531
32,11,0.25273439355900684,0.0,3283.591322828503,15.217454476927173,0.018679538730378246
21,12,0.383752533892961,0.0,3264.070968533687,-50.0613945219593,-0.03843022252524892
30,12,0.30276440403790433,0.0,3264.070968533687,-14.535498474473115,-0.014495201813431776
12,14,0.11624063117861066,0.0,3224.8006483414138,11.41782972032155,0.03141642571970436
33,15,0.5840223151319981,0.0,3447.0340476747956,116.79480486185662,0.06158926614910572
44,15,0.0,2014.3964885116852,3447.0340476747956,45.27648851168533,0.022993260193226076
6,16,0.06229080883926348,449.10567095540256,3309.4466139900196,40.027651810457996,0.06506169056991239
26,16,0.30641347017146764,0.0,3309.4466139900196,-83.03097866010444,-0.07568292360709189
31,16,0.2621574143985564,0.0,3309.4466139900196,16.023413452751356,0.01881626336854266
4,17,0.10890785509062467,0.0,3477.284285084809,17.363573028922815,0.0480532823073084
16,18,0.4585385672022939,0.0,3309.0995676199964,-102.49022553379655,-0.06327182038583845
42,18,0.0,2708.8655526596026,3309.0995676199964,40.06385807617016,0.015011927696794889
63,19,0.0,1643.3574233170273,3208.1365439891497,41.85566055764389,0.026135257250998394
72,19,0.8477506890924277,0.0,3208.1365439891497,5.7819089523191,0.0021304655597771255
50,20,0.25504975323551077,0.0,3263.069869880814,23.00383737288996,0.02842642433673696
20,21,0.7814608573922519,0.0,3326.0285404709143,-37.79561626956274,-0.014333043778127719
23,21,0.4483060743014742,0.0,3326.0285404709143,-103.47120200682252,-0.06489053463787434
3,22,0.24691825080060173,0.0,3237.2996671291435,10.467010403659401,0.013268167971531082
24,22,0.31427580976568836,0.0,3237.2996671291435,39.74047486820359,0.04064837670757732
57,22,0.0,1407.7789989395142,3237.2996671291435,41.118998939514086,0.030087219161689143
60,22,0.251533109761438,2292.7156413442294,3237.2996671291435,82.73744963045192,0.027357859047191284
8,23,0.22826052489545354,0.0,3332.580893146162,-27.44333607389774,-0.034820382259367295
69,23,0.30464979606435594,0.0,3332.580893146162,11.204859190000889,0.011159493280065703
76,23,0.34870198291185156,0.0,3332.580893146162,-23.81243434578414,-0.0200798002730305
53,24,0.0,556.91727190456,3311.8499838687,3.1693582902387334,0.005723467686861847
89,24,0.0,3084.2793468767527,3311.8499838687,18.57748446168989,0.00605978183640308
19,25,0.1366347300589599,0.0,3320.1314101789453,19.372070538668027,0.044608027973699574
36,25,0.0,3022.4762124791523,3320.1314101789453,74.59097277048386,0.02530321457759851
43,25,0.0,769.8722422732179,3320.1314101789453,28.992242273217926,0.03913217022084268
2,26,0.45258639168983544,0.0,3232.2767744705584,16.644482300489926,0.011508796811379804
29,26,0.4006232649870052,0.0,3232.2767744705584,55.023904043154744,0.04437764595152554
40,26,0.0,618.1531090368684,3232.2767744705584,25.123109036868414,0.042363976589495325
46,26,0.23892882747176256,0.0,3232.2767744705584,29.50689701512681,0.03972509778834869
51,26,0.011523282638807425,0.0,3232.2767744705584,1.3681666424538435,0.038133571063731796
80,26,0.0,525.3562241470215,3232.2767744705584,13.716224147021535,0.026808349908180627
95,26,0.684902107969155,0.0,3232.2767744705584,16.107229249542343,0.007329176978454592
64,27,0.0,319.8740654838784,3173.5346079397173,11.584065483878362,0.03757522295202038
78,27,0.23281602401793453,0.0,3173.5346079397173,6.95765226744561,0.009506391275398629
5,28,0.18150385050197984,0.0,3076.4937692857234,-4.028297741720962,-0.007162388944700719
7,28,0.8526061754963942,0.0,3076.4937692857234,-86.0206368761742,-0.031752967186793706
9,28,0.615384030504456,0.0,3076.4937692857234,-79.9998894588939,-0.04054270974894486
13,29,0.1102146672243094,0.0,3114.4358854363104,-40.463485295189685,-0.10545055064940499
17,29,0.33350440154889444,0.0,3114.4358854363104,-117.32192386516226,-0.10148955351657635
28,29,0.07983812945858783,0.0,3114.4358854363104,-8.849264588064244,-0.03436607607015241
37,29,0.18370272422369835,0.0,3114.4358854363104,24.923971503536563,0.04554766205861323
41,29,0.5736432399172774,0.0,3114.4358854363104,15.925091836319552,0.008993924172659505
97,29,0.5791645871710562,0.0,3114.4358854363104,-10.505615067964982,-0.005790525618905687
110,29,0.565788807627812,0.0,3114.4358854363104,-76.95703394572092,-0.04184562520497911
15,30,0.48611973802397745,0.0,3248.249484352305,-114.52181163013756,-0.06762193936449702
92,30,0.30209017497386165,0.0,3248.249484352305,31.151280913694563,0.032786922987561286
35,31,0.26093217638098415,0.0,3296.390634843652,32.1043825516482,0.038772004096045073
118,31,0.20261346670117794,0.0,3296.390634843652,16.196705618379156,0.02485314466959008
11,32,0.2449193021334151,0.0,3125.0386801320924,39.74831115120878,0.05477735630239054
74,32,0.5825582393414372,0.0,3125.0386801320924,-30.11131066938492,-0.016270857840735155
