note_id,day,datetime,lock,due,duration_sec,price_in,in0,in1,note0,note1,premium_ratio,q_old,q_new,new_x,new_y,price,invest_usd,side
0,1,2025-02-01 03:43:54+00:00,5,20126,504966,3296.390634843652,0.0,527.54,0.1627541463549343,540.7856901381182,0.025108409102851295,0.0,9.151848669387164,10.08001782228474,33227.67634843652,3296.390634843652,527.54,Single
1,1,2025-02-01 07:57:37+00:00,3,20124,316943,3296.390634843652,0.0,111.98,0.03459218325002075,114.22141223604832,0.020016183568925948,0.0,1.9487480197353761,10.097003066511613,33283.66634843653,3296.390634843652,111.98,Single
2,2,2025-02-02 19:50:26+00:00,23,20145,2002174,3125.0386801320924,0.0,1446.24,0.4506390071531218,1517.584161991774,0.04933079018127969,0.0,24.92174035301491,10.60521776995988,33141.71574234883,3125.0386801320924,1446.24,Single
3,2,2025-02-02 10:07:43+00:00,19,20141,1691537,3125.0386801320924,0.118,368.75,0.2468062625904504,771.2791170936848,0.04579572042716749,0.0,13.192801067498749,10.723217039688025,33510.46802447663,3125.0386801320924,737.504564255587,Dual
4,2,2025-02-02 12:23:17+00:00,14,20136,1251403,3125.0386801320924,0.0,361.34,0.11956459426797879,375.6557638603812,0.03961854170692759,0.0,6.446475093082654,10.781030724090922,33691.138024476626,3125.0386801320924,361.34,Single
5,2,2025-02-02 12:15:18+00:00,25,20147,2202282,3125.0386801320924,0.0862,269.38,0.1814366526243659,566.9965574448828,0.05241352462415625,0.0,9.637542425373795,10.86723099061124,33960.51719159032,3125.0386801320924,538.7583342273863,Dual
6,3,2025-02-03 21:58:51+00:00,12,20135,1044069,2862.6976188716285,0.1859,0.0,0.19260480233896973,596.8036769633688,0.03606671511011142,0.0,10.34812292726906,11.458124065745261,32801.14447974466,2862.6976188716285,532.1754873482357,Single
7,3,2025-02-03 16:43:37+00:00,24,20147,2099783,2862.6976188716285,0.4055,1160.82,0.8507034223783361,2435.306661608167,0.048957886227572606,9.637542425373795,53.029362391873065,11.863623387285122,33961.96642197089,2862.6976188716285,2321.6438844524455,Dual
8,4,2025-02-04 10:40:27+00:00,18,20142,1603173,2877.8138239498767,0.0,788.14,0.28428381909289535,823.2344932854072,0.044528247881603755,0.0,14.645953827615358,11.969399346598411,34445.70290401754,2877.8138239498767,788.14,Single
9,4,2025-02-04 02:31:56+00:00,23,20147,2064484,2877.8138239498767,0.2929,842.91,0.6125759664880824,1762.879584578825,0.045709411000782005,53.029362391873065,84.45472406045133,12.262299056615284,35288.613738534994,2877.8138239498767,1685.8216690349188,Dual
