note_id,day,amt0,amt1,price_out,pnl_usd,pnl_ratio
1,5,0.04536511665295607,0.0,2202.3207363495417,-12.071462888278944,-0.10780016867546834
0,7,0.21463584534760835,0.0,2199.9995000805707,-55.341247535890886,-0.10490436277038877
10,8,0.7064502514343802,0.0,2017.265460184326,-132.38230844289228,-0.08499775820099922
22,9,0.11091943523149836,0.0,1879.1231054991026,-10.650935657281337,-0.048616159631391286
27,9,0.08865717121133104,0.0,1879.1231054991026,2.174467160230563,0.013224813843783441
32,11,0.2527347934488263,0.0,1910.6551381032464,8.855491917047345,0.01868115053940491
21,12,0.38375658252888156,0.0,1862.7949366490388,-35.407952287490275,-0.04719375355048813
30,12,0.46488149211028207,0.0,1862.7949366490388,-136.8011103551164,-0.13642185759101338
12,14,0.11624083410942043,0.0,1939.7856881721348,6.868459329645475,0.03141822634800736
33,15,0.9614160303802443,0.0,1887.7643429692785,-81.42309908910624,-0.04293674642819429
44,15,1.044054576464231,0.0,1887.7643429692785,1.809001563067568,0.0009186852822923784
6,16,0.19265924518684047,0.0,1929.1833577618722,13.039823325484633,0.03635957604540317
26,16,0.5273499173809136,0.0,1929.1833577618722,-79.7353156716431,-0.07267891938823898
31,16,0.2621463620631268,0.0,1929.1833577618722,-19.91664245308391,-0.037889908365549306
4,17,0.17476760052064294,0.0,1932.7964059050657,-23.549809845049026,-0.06517354802969233
16,18,0.7480199705791908,0.0,2060.728601068271,-78.37385245721475,-0.0483836999069135
42,18,0.0,1586.6195770063407,2060.728601068271,-28.89801644705699,-0.017887775759398192
63,19,0.0,988.7728361482046,1980.831780524645,-0.05838868969806299,-5.9048185606835526e-05
72,19,0.0,1635.4955045673016,1980.831780524645,7.3671511568395545,0.004524920373389165
50,20,0.0,474.64665413120144,1964.5293833168294,-12.556632931372235,-0.02577288221325061
20,21,0.7814729066056063,0.0,1979.5449257665966,-2.2681651930386124,-0.0014640607366812673
23,21,0.7712931126544792,0.0,1979.5449257665966,-67.74063256610157,-0.04248260171590829
3,22,0.24692078914207272,0.0,2001.0470230951883,4.486561327827019,0.009163474620970603
24,22,0.31428077625226586,0.0,2001.0470230951883,24.574410760894693,0.040664822027370415
57,22,0.0,1407.762487218541,2001.0470230951883,41.102487218541,0.030075137355700027
60,22,0.0,1866.9884859747026,2001.0470230951883,22.678479166154375,0.012296457256336164
8,23,0.3786583486912593,0.0,2077.739325831977,-1.3866578695731278,-0.0017594055238575987
69,23,0.0,575.0927969629441,2077.739325831977,-12.200397192771675,-0.020773946155311383
76,23,0.0,1214.3541243075333,2077.739325831977,28.46412430753321,0.024002330998265615
53,24,0.0,339.4725104668167,2068.598435049149,-2.3500951039051756,-0.006875189251984534
89,24,0.0,1904.382316870318,2068.598435049149,0.33733271020810207,0.00017716635531954219
19,25,0.13663513619450807,0.0,2009.8835432902426,11.727944210199041,0.044611132985535776
36,25,0.0,1764.3953237966339,2009.8835432902426,11.229822481392603,0.006405454860347117
43,25,0.0,769.8901847892554,2009.8835432902426,29.01018478925539,0.039156388064538646
2,26,0.6016558524153279,0.0,2003.3034241292064,-240.9407707089972,-0.16659805475508713
29,26,0.40060147479240166,0.0,2003.3034241292064,34.05911266686462,0.044320841481756135
40,26,0.0,618.1129558701535,2003.3034241292064,25.08295587015357,0.04229626809799432
46,26,0.0,456.0597233516368,2003.3034241292064,-4.299403513254845,-0.009339238134658843
51,26,0.0,21.46318476975317,2003.3034241292064,-0.7734832380810239,-0.03478413392728255
80,26,0.0,525.3271403619523,2003.3034241292064,13.687140361952288,0.02675150567186359
95,26,0.0,1355.7389970708155,2003.3034241292064,21.082019645118407,0.01579583368738061
64,27,0.0,319.8714226794106,1896.9173600459985,11.581422679410593,0.03756665048950856
