note_id,day,datetime,lock,due,duration_sec,price_in,in0,in1,note0,note1,premium_ratio,q_old,q_new,new_x,new_y,price,invest_usd,side
0,1,2025-02-01 03:43:54+00:00,5,20126,504966,3296.390634843652,0.0,527.54,0.16407237356717802,540.8899121670861,0.025305971427922232,0.0,9.187951299987617,1000.0800178222847,3296654.404843652,3296.390634843652,527.54,Single
1,1,2025-02-01 07:57:37+00:00,3,20124,316943,3296.390634843652,0.0,111.98,0.034651001216421506,114.22517584477248,0.02004979321997212,0.0,1.9503719366912264,1000.0970030665117,3296710.394843652,3296.390634843652,111.98,Single
2,2,2025-02-02 19:50:26+00:00,23,20145,2002174,3125.0386801320924,0.0,1446.24,0.4607380254799213,1519.1056306097848,0.05038280687146315,0.0,25.18682419034303,1027.7470314446107,3211749.2266553426,3125.0386801320924,1446.24,Single
3,2,2025-02-02 10:07:43+00:00,19,20141,1691537,3125.0386801320924,0.118,368.75,0.24692870818977433,771.6617643283691,0.04631456092340975,0.0,13.192801067503751,1027.865030714339,3212117.97893747,3125.0386801320924,737.504564255587,Dual
4,2,2025-02-02 12:23:17+00:00,14,20136,1251403,3125.0386801320924,0.0,361.34,0.12022700485452432,375.7351728246199,0.03983830415846554,0.0,6.463624648065888,1027.9228443987415,3212298.6489374703,3125.0386801320924,361.34,Single
5,2,2025-02-02 12:15:18+00:00,25,20147,2202282,3125.0386801320924,0.0862,269.38,0.1815115176554575,567.2305135640114,0.05284777520417545,0.0,9.63754242536379,1028.0090446652619,3212568.0281045837,3125.0386801320924,538.7583342273863,Dual
6,3,2025-02-03 21:58:51+00:00,12,20135,1044069,2862.6976188716285,0.1859,0.0,0.19266443273850847,602.0293718386222,0.03638748111085772,0.0,10.391720464831451,1075.2059888113747,3077989.6239668373,2862.6976188716285,532.1754873482357,Single
7,3,2025-02-03 16:43:37+00:00,24,20147,2099783,2862.6976188716285,0.4055,1160.82,0.8528295325366049,2441.3930720964436,0.051579481437886425,9.63754242536379,53.029362391869654,1075.6114881329145,3079150.445909064,2862.6976188716285,2321.6438844524455,Dual
8,4,2025-02-04 10:40:27+00:00,18,20142,1603173,2877.8138239498767,0.0,788.14,0.28769027894683175,823.6756737537353,0.04508802212009948,0.0,14.72949452434841,1072.9235060768165,3087674.0978286318,2877.8138239498767,788.14,Single
9,4,2025-02-04 02:31:56+00:00,23,20147,2064484,2877.8138239498767,0.2929,842.91,0.6157401049675834,1771.985386035613,0.051110813547951675,53.029362391869654,84.45472406044428,1073.2164057868333,3088517.008663149,2877.8138239498767,1685.8216690349188,Dual
10,4,2025-02-04 08:28:32+00:00,3,20127,315088,2877.8138239498767,0.0,1557.48,0.5518799915387614,1588.6082949873871,0.01998632084353376,0.0,29.02928839882952,1073.4870070305687,3089295.7486631493,2877.8138239498767,1557.48,Single
11,4,2025-02-04 13:16:59+00:00,27,20151,2371381,2877.8138239498767,0.2322,0.0,0.24493334396110975,704.7963399713132,0.05483782928987837,0.0,12.455755640738062,1073.6031070305687,3089629.86284811,2877.8138239498767,668.2283699211613,Single
12,4,2025-02-04 23:35:39+00:00,9,20133,779061,2877.8138239498767,0.1127,0.0,0.11624252950302204,334.50680136962256,0.031433269769494586,0.0,6.045662046017242,1073.6594570305688,3089792.0276570893,2877.8138239498767,324.3296179591511,Single
13,4,2025-02-04 08:54:47+00:00,24,20148,2127913,2877.8138239498767,0.0,383.72,0.1402553479157844,403.6538419701086,0.051948926222528294,0.0,7.1526933352142805,1073.726125693567,3089983.887657089,2877.8138239498767,383.72,Single
14,4,2025-02-04 23:18:06+00:00,30,20154,2594514,2877.8138239498767,0.1423,0.0,0.15046264168008033,432.97477980178974,0.057362204357556894,0.0,7.633467464140267,1073.797275693567,3090188.6441106633,2877.8138239498767,409.5129071480675,Single
15,4,2025-02-04 02:02:11+00:00,25,20149,2239069,2877.8138239498767,0.0,1693.56,0.6196715798534629,1783.788068811647,0.0532771610168208,0.0,31.565287511300994,1074.0915198844011,3091035.4241106636,2877.8138239498767,1693.56,Single
16,4,2025-02-04 09:44:53+00:00,13,20137,1174507,2877.8138239498767,0.0,1619.84,0.5844380851668947,1682.3446681148953,0.03858693952174001,0.0,30.191444047464756,1074.3729557414601,3091845.3441106635,2877.8138239498767,1619.84,Single
17,5,2025-02-05 11:27:25+00:00,23,20148,2032355,2740.3809762760143,0.0,1156.0,0.44316522816591847,1214.674138616086,0.0507561752734309,7.1526933352142805,29.23328874791332,1101.5069891321175,3018548.7982527255,2740.3809762760143,1156.0,Single
18,5,2025-02-05 23:24:19+00:00,30,20155,2594141,2740.3809762760143,0.0,821.48,0.31691835791819833,868.5952104677428,0.0573540566632698,0.0,15.691410274113878,1101.6568734013326,3018959.5382527253,2740.3809762760143,821.48,Single
19,6,2025-02-06 19:37:24+00:00,18,20144,1570956,2790.5521609256075,0.1308,0.0,0.1366383557168698,374.4189235393179,0.044635747070870105,0.0,6.8469999639637535,1091.8189590698817,3046777.7555720056,2790.5521609256075,365.00422264906945,Single
20,6,2025-02-06 21:14:44+00:00,14,20140,1219516,2790.5521609256075,0.376,1049.25,0.7815665835572878,2181.0023186519984,0.03931608292151654,0.0,39.72495437382895,1092.194959497663,3047827.0043782596,2790.5521609256075,2098.4976125080284,Dual
21,6,2025-02-06 18:33:04+00:00,5,20131,451616,2790.5521609256075,0.1874,522.95,0.3837690282373017,1070.9274910439988,0.02392965737702242,0.0,19.7990737157088,1092.3823595917381,3048349.954115738,2790.5521609256075,1045.899474957459,Dual
22,6,2025-02-06 03:59:31+00:00,2,20128,244829,2790.5521609256075,0.0545,152.09,0.11092250412469104,309.53503358135094,0.017621235065917958,0.0,5.758091698517092,1092.4368604709957,3048502.0416621235,2790.5521609256075,304.17509277044564,Dual
23,6,2025-02-06 21:42:52+00:00,14,20140,1217828,2790.5521609256075,0.0,1594.55,0.5936913565771735,1657.1599535721525,0.03926496727738389,39.72495437382895,69.90613956033485,1092.7225655766604,3049299.3166621234,2790.5521609256075,1594.55,Single
24,6,2025-02-06 19:15:52+00:00,15,20141,1313048,2790.5521609256075,0.302,0.0,0.3143200889097863,877.0054168095945,0.04079499639002087,13.192801067503751,29.145053430853295,1092.8735655766604,3049720.690038423,2790.5521609256075,842.7467525995335,Single
25,6,2025-02-06 00:25:04+00:00,28,20154,2504096,2790.5521609256075,0.4858,1355.65,1.026325181052856,2864.0139517980833,0.056324898947478955,7.633467464140267,58.95889079409244,1093.3593655336979,3051076.340158312,2790.5521609256075,2711.30023977766,Dual
26,6,2025-02-06 23:20:12+00:00,9,20135,779988,2790.5521609256075,0.0,1097.09,0.405432870544272,1131.5849719875396,0.03144224447177492,10.391720464831451,31.157973857378238,1093.5559377417653,3051624.8851583116,2790.5521609256075,1097.09,Single
27,7,2025-02-07 09:35:22+00:00,1,20128,138278,2686.662316793651,0.0875,0.0,0.08865864551755144,238.18649296998316,0.013241663057730757,5.758091698517092,10.293392241597758,1114.6608661695286,2994717.345142243,2686.662316793651,235.08295271944445,Single
28,7,2025-02-07 10:51:57+00:00,21,20148,1861683,2686.662316793651,0.0,257.5,0.10049433755316547,270.00595732747746,0.048566824572728075,29.23328874791332,34.201057324462454,1114.708788083345,2994846.0951422434,2686.662316793651,257.5,Single
29,7,2025-02-07 19:18:34+00:00,18,20145,1572086,2686.662316793651,0.3836,0.0,0.4007189771953749,1076.4113731829623,0.04462715640087315,25.18682419034303,45.06826169247506,1114.9005880833452,2995361.396974604,2686.662316793651,1030.6036647220444,Single
30,7,2025-02-07 13:12:56+00:00,4,20131,384424,2686.662316793651,0.0,1002.78,0.381417556162142,1024.9116979718974,0.02207034241996996,19.7990737157088,39.143808419961715,1115.0872099735864,2995862.7869746042,2686.662316793651,1002.78,Single
31,7,2025-02-07 20:39:24+00:00,8,20135,703236,2686.662316793651,0.1273,342.01,0.26219807971796333,704.4377003137687,0.02984638508058296,31.157973857378238,44.35462085582549,1115.214509580361,2996204.798031068,2686.662316793651,684.0221129278318,Dual
32,7,2025-02-07 19:23:42+00:00,3,20130,275778,2686.662316793651,0.2481,0.0,0.252739643754017,678.9505564085098,0.01870070033864169,0.0,12.859057966576074,1115.338559580361,2996538.078491466,2686.662316793651,666.5609207965048,Single
33,8,2025-02-08 09:39:01+00:00,6,20134,570059,2623.4507017824767,0.0,1896.35,0.7420389134945189,1947.3259259020867,0.026881074644494237,0.0,37.01796269856277,1128.8609923891809,2961511.1626982596,2623.4507017824767,1896.35,Single
34,8,2025-02-08 19:38:06+00:00,30,20158,2607714,2623.4507017824767,0.4825,1265.81,1.0204729740314258,2677.160539873877,0.057487020532148596,0.0,49.426847967581125,1129.343491443173,2962776.975180065,2623.4507017824767,2531.6249636100447,Dual
35,8,2025-02-08 23:39:40+00:00,22,20150,1902020,2623.4507017824767,0.0,828.03,0.3310805421240972,868.694849787633,0.049110358063878166,0.0,16.165132818176062,1129.5013045858855,2963190.990180065,2623.4507017824767,828.03,Single
36,9,2025-02-09 04:24:20+00:00,15,20144,1366540,2635.6011418023404,0.4508,1188.13,0.9391171291338198,2475.138177830957,0.041611281988193326,6.8469999639637535,53.133456039155135,1127.2487453923568,2970978.080451351,2635.6011418023404,2376.258994724495,Dual
37,9,2025-02-09 20:10:03+00:00,19,20148,1655397,2635.6011418023404,0.1757,0.0,0.18374556997846847,484.2422962625392,0.045791519513195704,34.201057324462454,43.22081111780426,1127.3365953923567,2971209.6180116585,2635.6011418023404,463.0751206146712,Single
38,9,2025-02-09 22:58:39+00:00,23,20152,1990881,2635.6011418023404,0.0,64.02,0.025510819139770994,67.23706841361503,0.050250990528194886,0.0,1.2470201954129152,1127.3487406291651,2971241.628011659,2635.6011418023404,64.02,Single
39,9,2025-02-09 12:01:49+00:00,28,20157,2462291,2635.6011418023404,0.4537,0.0,0.47904994903883535,1262.3305938102626,0.05587381317794887,0.0,23.28975575757795,1127.5755906291652,2971839.5141306766,2635.6011418023404,1195.7722380357218,Single
40,9,2025-02-09 07:48:00+00:00,16,20145,1440720,2635.6011418023404,0.0,593.03,0.23459420995958824,618.3584565928719,0.042710245000880005,45.06826169247506,56.61914392808103,1127.6880943746285,2972136.0291306763,2635.6011418023404,593.03,Single
41,9,2025-02-09 17:12:33+00:00,19,20148,1666047,2635.6011418023404,0.0,1770.65,0.7024617242092389,1851.9603697622485,0.0459211982956816,43.22081111780426,77.70565085067938,1128.0240044582745,2973021.354130676,2635.6011418023404,1770.65,Single
42,10,2025-02-10 03:26:03+00:00,7,20137,678837,2632.5358220552475,0.4057,1068.02,0.8347024526852238,2199.9427370944222,0.029317288771743676,30.191444047464756,71.82296386566304,1129.08643901134,2972360.49689415,2632.5358220552475,2136.0397830078136,Dual
43,10,2025-02-10 17:00:13+00:00,14,20144,1234787,2632.5358220552475,0.0,740.88,0.2925216371222638,770.1696583751173,0.03953360648838835,53.133456039155135,67.57234133357997,1129.2271550452479,2972730.93689415,2632.5358220552475,740.88,Single
44,10,2025-02-10 02:12:24+00:00,4,20134,424056,2632.5358220552475,0.0,1969.12,0.7650707593254401,2014.7431813990959,0.02316932507876417,37.01796269856277,75.3898480143398,1129.6011518553773,2973715.49689415,2632.5358220552475,1969.12,Single
45,10,2025-02-10 03:58:42+00:00,26,20156,2318478,2632.5358220552475,0.3668,965.61,0.7733673894750486,2035.9173564029902,0.054210805845684724,0.0,37.63964654465963,1129.9679510691524,2974681.108963915,2632.5358220552475,1931.2241395298647,Dual
46,11,2025-02-11 06:40:50+00:00,14,20145,1271950,2660.2967996436387,0.2298,0.0,0.23902016916327307,635.7995954981723,0.04012258121528746,56.61914392808103,68.47117750790494,1124.0607077062493,2990335.103316099,2660.2967996436387,611.3362045581082,Single
47,11,2025-02-11 02:44:40+00:00,28,20159,2495720,2660.2967996436387,0.2367,629.69,0.5000284543230376,1330.2240967657947,0.056251264579459136,0.0,24.417012347985292,1124.2974072828988,2990964.7944423365,2660.2967996436387,1259.3822524756492,Dual
48,11,2025-02-11 20:02:12+00:00,28,20159,2433468,2660.2967996436387,0.4059,1079.81,0.8568638778589757,2279.512231997773,0.05551324437853446,24.417012347985292,66.28799891394738,1124.7033064425837,2992044.606677824,2660.2967996436387,2159.624470975353,Dual
49,11,2025-02-11 00:32:14+00:00,27,20158,2417266,2660.2967996436387,0.4996,0.0,0.5272337791232106,1402.2869004020395,0.05531180769257514,49.426847967581125,75.19238830797258,1124.9531064425837,2992709.148818375,2660.2967996436387,1329.0842811019618,Single
50,12,2025-02-12 14:36:05+00:00,7,20139,638635,2603.0333698049267,0.248,0.0,0.2550575974442055,663.8510369136897,0.028458054210506043,0.0,12.652252996907919,1137.0682833121248,2959826.6852082633,2603.0333698049267,645.5522757116219,Single
51,12,2025-02-12 09:39:20+00:00,13,20145,1174840,2603.0333698049267,0.0111,0.0,0.011527975857256833,30.007559376682753,0.03855638353665154,68.47117750790494,69.03749736105965,1137.0738333121249,2959841.1320434655,2603.0333698049267,28.893670404834687,Single
52,13,2025-02-13 20:14:05+00:00,24,20157,2087155,2736.2703136032396,0.2173,594.59,0.4686414536952667,1219.8894912809333,0.051421169652222216,23.28975575757795,46.03045836898673,1109.6074203380247,3036185.8440248086,2736.2703136032396,1189.181539145984,Dual
53,13,2025-02-13 07:55:34+00:00,10,20143,921866,2736.2703136032396,0.0859,235.05,0.1776758694679704,486.1692070686299,0.03419216527100107,0.0,8.986833703092998,1109.6933211383955,3036420.891834778,2736.2703136032396,470.0956199385183,Dual
54,13,2025-02-13 11:25:04+00:00,24,20157,2118896,2736.2703136032396,0.0,1107.28,0.4255481356096244,1164.6270321365482,0.05179090395974662,46.03045836898673,67.19643774251745,1109.8956549492211,3036974.5318347774,2736.2703136032396,1107.28,Single
