day,price,reserve_eth,reserve_usdc,k
1,2517.3382391622977,10.1270230575397,25493.142391622976,508.10396653550015
2,2148.199533470228,11.622037470454243,24966.45547200331,538.6660199047735
3,2171.496943535016,12.058142141314573,26184.21880457537,561.9012655305661
4,2241.3841149187283,13.75464615663027,30829.445401799025,651.1897670471318
5,2202.3207363495417,14.302948553550156,31499.68019042419,671.2215023499472
6,2140.7498089428914,16.457403466963747,35231.18332759872,761.4550535920414
7,2199.9995000805707,16.90282305835338,37186.202278327786,792.8125865062385
8,2017.265460184326,18.481627245019997,37282.34828938043,830.0834077990826
9,1879.1231054991026,20.472648675051182,38470.62715605427,887.4658495259309
10,1921.3099227587034,21.725636537608896,41741.68105795701,952.2943826012878
11,1910.6551381032464,22.667167625695306,43309.14029028231,990.8055019450505
12,1862.7949366490388,22.666599210517706,42223.226240405485,978.2928736151999
13,1910.6662703455045,24.115248956090117,46076.192781386024,1054.1057157002454
14,1939.7856881721348,25.74314452924009,49936.183326366714,1133.8052674993567
15,1887.7643429692785,26.173274751684435,49408.974814967965,1137.1871758999102
16,1929.1833577618722,26.20947870031078,50562.89012425383,1151.1850380098695
17,1932.7964059050657,26.921819904116546,52034.39675109992,1183.5795951909863
18,2060.728601068271,26.067482371048836,53718.00647986329,1183.3398442213138
19,1980.831780524645,28.636921161652825,56724.92353338064,1274.5301734859815
20,1964.5293833168294,29.17746069613647,57319.97886813201,1293.2329374587916
21,1979.5449257665966,30.435646055678927,60248.72871194735,1354.1451112718496
22,2001.0470230951883,30.471369376778764,60974.64298103702,1363.0777193147828
23,2077.739325831977,30.19869371013278,62745.01351029765,1376.5236811750178
24,2068.598435049149,32.24802942254663,66708.22319689889,1466.6999503577422
25,2009.8835432902426,32.51543800242769,65352.24374395359,1457.7231663714706
26,2003.3034241292064,31.537041529144776,63178.2632822407,1411.5436631118669
27,1896.9173600459985,32.46447063502322,61582.41793227908,1413.9450479407612
28,1829.2745211803463,33.76668529381888,61768.537072697975,1444.20176997308
29,1805.3378779435934,33.749119348122,60928.56350640364,1433.975369902582
30,1824.2071367609847,35.30881838152686,64410.59848217873,1508.0656894355427
31,1907.1671522994227,34.226905439789014,65276.42977962404,1494.7274632902881
32,1795.761850567479,34.0004924263286,61056.78719970939,1440.8194997152405
33,1818.2844199542053,31.59110480585868,57441.61367763326,1347.087242129387
34,1814.4807753449506,30.919760176412588,56103.31041837705,1317.0804467605797
35,1809.935827172196,30.37168777997359,54970.80584466217,1292.113057022344
36,1574.6321611455576,32.40772600626774,51030.247639062465,1285.991556550325
37,1555.909812570873,31.68433102093817,49297.96154022141,1249.7891550569057
38,1471.3608854365523,30.69288992690364,45160.31769945558,1177.3277624405994
39,1662.5331604641576,27.923837728953504,46424.30619180536,1138.571382381985
40,1523.928624242526,28.076047499251587,42785.89243970228,1096.0195018497393
41,1568.131690125936,26.883569839526018,42156.97780907458,1064.5797561261463
42,1645.8625733156498,25.34624068661477,41716.428920349616,1028.277515071315
43,1595.4227460001084,24.478298131223678,39053.23362192619,977.7303798010153
44,1621.543195596693,22.736254752591904,36867.819187418376,915.552362903204
45,1587.8222244021401,21.502203572152574,34141.676705482954,856.8087784423744
46,1577.7073516760117,21.134568179879498,33344.16359189379,839.4727505011315
47,1583.4764497002345,21.134568179879498,33344.16359189379,839.4727505011315
48,1589.1516208270755,19.76313312403777,31406.615036685882,787.84079225782
49,1615.0502549158562,18.095927687905636,29225.832625290896,727.2334933197848
50,1585.4600253443446,18.095927687905636,29225.832625290896,727.2334933197848
51,1577.4465595922347,17.217378860377405,27159.495048498407,683.8240387018734
52,1759.7064599311093,15.92130309757109,28016.819911317027,667.8804396283389
53,1793.969849485534,15.048661608400502,26996.84520058098,637.3902948099495
54,1769.3925107354407,14.651817945963316,25924.816942246616,616.3162322381447
55,1788.7981804331257,14.651817945963316,25924.816942246616,616.3162322381447
56,1821.2695303291391,14.651817945963316,25924.816942246616,616.3162322381447
57,1793.6918440730135,14.398332834514498,25826.172173517327,609.7981820207233
58,1799.50191449199,14.123690802795785,25415.608639323924,599.1345408058831
59,1796.9720456768928,13.92807989956923,25028.370229480133,590.4211550344374
60,1794.0495408617828,13.840308419327682,24830.198965080293,586.2231757530423
